Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
61 Homestead Drive,"450,000",Jan 2017,"146,000",Sep 2000,,,,830,,4,2,2,St Albans Park,27
49 Grafton Street,"330,000",Dec 2016,"270,000",Feb 2000,,350,Apr 2017,651,,3,2,1,St Albans Park,27
15 Mandela Court,"468,000",Dec 2016,"178,000",Jun 2010,,,,763,168,3,2,4,St Albans Park,27
9 Ottoman Court,"300,000",Dec 2016,"270,000",Jan 2011,,,,557,118,3,1,1,St Albans Park,27
75 Enfield Drive,"275,000",Jan 2017,"187,500",Jul 2005,,260,Jan 2013,306,,,,,St Albans Park,27
5 Gannet Court,"311,000",Jan 2017,"275,000",Jun 2015,,,,663,,3,1,5,St Albans Park,27
301 Wilsons Road,"368,000",Jan 2017,"290,000",Mar 2012,,345,May 2011,567,144,3,1,2,St Albans Park,27
44 Paratone Crescent,"593,000",Jan 2017,"545,000",Mar 2012,,,,762,323,5,2,4,St Albans Park,27
34 Townsend Road,"228,000",Jan 2017,"52,000",Sep 1985,,180,Nov 2009,786,,3,1,1,St Albans Park,27
9 Nivek Court,"317,500",Jan 2017,"110,000",Oct 2005,,,,709,,3,1,,St Albans Park,27
61 Homestead Drive,"450,000",Jan 2017,"146,000",Sep 2000,,,,830,,4,2,2,St Albans Park,27
49 Grafton Street,"330,000",Dec 2016,"270,000",Feb 2000,,350,Apr 2017,651,,3,2,1,St Albans Park,27
15 Mandela Court,"468,000",Dec 2016,"178,000",Jun 2010,,,,763,168,3,2,4,St Albans Park,27
9 Ottoman Court,"300,000",Dec 2016,"270,000",Jan 2011,,,,557,118,3,1,1,St Albans Park,27
75 Enfield Drive,"275,000",Jan 2017,"187,500",Jul 2005,,260,Jan 2013,306,,,,,St Albans Park,27
5 Gannet Court,"311,000",Jan 2017,"275,000",Jun 2015,,,,663,,3,1,5,St Albans Park,27
301 Wilsons Road,"368,000",Jan 2017,"290,000",Mar 2012,,345,May 2011,567,144,3,1,2,St Albans Park,27
44 Paratone Crescent,"593,000",Jan 2017,"545,000",Mar 2012,,,,762,323,5,2,4,St Albans Park,27
34 Townsend Road,"228,000",Jan 2017,"52,000",Sep 1985,,180,Nov 2009,786,,3,1,1,St Albans Park,27
9 Nivek Court,"317,500",Jan 2017,"110,000",Oct 2005,,,,709,,3,1,,St Albans Park,27
61 Homestead Drive,"450,000",Jan 2017,"146,000",Sep 2000,,,,830,,4,2,2,St Albans Park,27
49 Grafton Street,"330,000",Dec 2016,"270,000",Feb 2000,,350,Apr 2017,651,,3,2,1,St Albans Park,27
15 Mandela Court,"468,000",Dec 2016,"178,000",Jun 2010,,,,763,168,3,2,4,St Albans Park,27
9 Ottoman Court,"300,000",Dec 2016,"270,000",Jan 2011,,,,557,118,3,1,1,St Albans Park,27
75 Enfield Drive,"275,000",Jan 2017,"187,500",Jul 2005,,260,Jan 2013,306,,,,,St Albans Park,27
5 Gannet Court,"311,000",Jan 2017,"275,000",Jun 2015,,,,663,,3,1,5,St Albans Park,27
301 Wilsons Road,"368,000",Jan 2017,"290,000",Mar 2012,,345,May 2011,567,144,3,1,2,St Albans Park,27
44 Paratone Crescent,"593,000",Jan 2017,"545,000",Mar 2012,,,,762,323,5,2,4,St Albans Park,27
34 Townsend Road,"228,000",Jan 2017,"52,000",Sep 1985,,180,Nov 2009,786,,3,1,1,St Albans Park,27
9 Nivek Court,"317,500",Jan 2017,"110,000",Oct 2005,,,,709,,3,1,,St Albans Park,27
61 Homestead Drive,"450,000",Jan 2017,"146,000",Sep 2000,,,,830,,4,2,2,St Albans Park,27
49 Grafton Street,"330,000",Dec 2016,"270,000",Feb 2000,,350,Apr 2017,651,,3,2,1,St Albans Park,27
15 Mandela Court,"468,000",Dec 2016,"178,000",Jun 2010,,,,763,168,3,2,4,St Albans Park,27
9 Ottoman Court,"300,000",Dec 2016,"270,000",Jan 2011,,,,557,118,3,1,1,St Albans Park,27
75 Enfield Drive,"275,000",Jan 2017,"187,500",Jul 2005,,260,Jan 2013,306,,,,,St Albans Park,27
5 Gannet Court,"311,000",Jan 2017,"275,000",Jun 2015,,,,663,,3,1,5,St Albans Park,27
301 Wilsons Road,"368,000",Jan 2017,"290,000",Mar 2012,,345,May 2011,567,144,3,1,2,St Albans Park,27
44 Paratone Crescent,"593,000",Jan 2017,"545,000",Mar 2012,,,,762,323,5,2,4,St Albans Park,27
34 Townsend Road,"228,000",Jan 2017,"52,000",Sep 1985,,180,Nov 2009,786,,3,1,1,St Albans Park,27
9 Nivek Court,"317,500",Jan 2017,"110,000",Oct 2005,,,,709,,3,1,,St Albans Park,27
61 Homestead Drive,"450,000",Jan 2017,"146,000",Sep 2000,,,,830,,4,2,2,St Albans Park,27
49 Grafton Street,"330,000",Dec 2016,"270,000",Feb 2000,,350,Apr 2017,651,,3,2,1,St Albans Park,27
15 Mandela Court,"468,000",Dec 2016,"178,000",Jun 2010,,,,763,168,3,2,4,St Albans Park,27
9 Ottoman Court,"300,000",Dec 2016,"270,000",Jan 2011,,,,557,118,3,1,1,St Albans Park,27
75 Enfield Drive,"275,000",Jan 2017,"187,500",Jul 2005,,260,Jan 2013,306,,,,,St Albans Park,27
5 Gannet Court,"311,000",Jan 2017,"275,000",Jun 2015,,,,663,,3,1,5,St Albans Park,27
301 Wilsons Road,"368,000",Jan 2017,"290,000",Mar 2012,,345,May 2011,567,144,3,1,2,St Albans Park,27
44 Paratone Crescent,"593,000",Jan 2017,"545,000",Mar 2012,,,,762,323,5,2,4,St Albans Park,27
34 Townsend Road,"228,000",Jan 2017,"52,000",Sep 1985,,180,Nov 2009,786,,3,1,1,St Albans Park,27
9 Nivek Court,"317,500",Jan 2017,"110,000",Oct 2005,,,,709,,3,1,,St Albans Park,27
61 Homestead Drive,"450,000",Jan 2017,"146,000",Sep 2000,,,,830,,4,2,2,St Albans Park,27
49 Grafton Street,"330,000",Dec 2016,"270,000",Feb 2000,,350,Apr 2017,651,,3,2,1,St Albans Park,27
15 Mandela Court,"468,000",Dec 2016,"178,000",Jun 2010,,,,763,168,3,2,4,St Albans Park,27
9 Ottoman Court,"300,000",Dec 2016,"270,000",Jan 2011,,,,557,118,3,1,1,St Albans Park,27
75 Enfield Drive,"275,000",Jan 2017,"187,500",Jul 2005,,260,Jan 2013,306,,,,,St Albans Park,27
5 Gannet Court,"311,000",Jan 2017,"275,000",Jun 2015,,,,663,,3,1,5,St Albans Park,27
301 Wilsons Road,"368,000",Jan 2017,"290,000",Mar 2012,,345,May 2011,567,144,3,1,2,St Albans Park,27
44 Paratone Crescent,"593,000",Jan 2017,"545,000",Mar 2012,,,,762,323,5,2,4,St Albans Park,27
34 Townsend Road,"228,000",Jan 2017,"52,000",Sep 1985,,180,Nov 2009,786,,3,1,1,St Albans Park,27
9 Nivek Court,"317,500",Jan 2017,"110,000",Oct 2005,,,,709,,3,1,,St Albans Park,27
61 Homestead Drive,"450,000",Jan 2017,"146,000",Sep 2000,,,,830,,4,2,2,St Albans Park,27
49 Grafton Street,"330,000",Dec 2016,"270,000",Feb 2000,,350,Apr 2017,651,,3,2,1,St Albans Park,27
15 Mandela Court,"468,000",Dec 2016,"178,000",Jun 2010,,,,763,168,3,2,4,St Albans Park,27
9 Ottoman Court,"300,000",Dec 2016,"270,000",Jan 2011,,,,557,118,3,1,1,St Albans Park,27
75 Enfield Drive,"275,000",Jan 2017,"187,500",Jul 2005,,260,Jan 2013,306,,,,,St Albans Park,27
5 Gannet Court,"311,000",Jan 2017,"275,000",Jun 2015,,,,663,,3,1,5,St Albans Park,27
301 Wilsons Road,"368,000",Jan 2017,"290,000",Mar 2012,,345,May 2011,567,144,3,1,2,St Albans Park,27
44 Paratone Crescent,"593,000",Jan 2017,"545,000",Mar 2012,,,,762,323,5,2,4,St Albans Park,27
34 Townsend Road,"228,000",Jan 2017,"52,000",Sep 1985,,180,Nov 2009,786,,3,1,1,St Albans Park,27
9 Nivek Court,"317,500",Jan 2017,"110,000",Oct 2005,,,,709,,3,1,,St Albans Park,27
61 Homestead Drive,"450,000",Jan 2017,"146,000",Sep 2000,,,,830,,4,2,2,St Albans Park,27
49 Grafton Street,"330,000",Dec 2016,"270,000",Feb 2000,,350,Apr 2017,651,,3,2,1,St Albans Park,27
15 Mandela Court,"468,000",Dec 2016,"178,000",Jun 2010,,,,763,168,3,2,4,St Albans Park,27
